episode,step,sim_time,agent_id,policy_head,chosen_action,active_mask,n_valid,max_logit,min_logit,logit_gap_top2,entropy,max_prob,logit_a0,logit_a1,logit_a2
4,75,40.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,76,41.000000,agent_0,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,76,41.000000,agent_1,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,77,41.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,77,41.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,78,42.000000,agent_0,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,78,42.000000,agent_1,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,78,42.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,79,42.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,80,43.000000,agent_0,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,80,43.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,80,43.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,81,43.500000,agent_1,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,81,43.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,82,44.000000,agent_0,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,82,44.000000,agent_1,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,83,44.500000,agent_1,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,83,44.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,84,45.000000,agent_0,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,84,45.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,85,45.500000,agent_0,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,86,46.000000,agent_1,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,86,46.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,87,46.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,88,47.000000,agent_0,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,88,47.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,89,47.500000,agent_1,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,89,47.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,89,47.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,90,48.000000,agent_1,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,91,48.500000,agent_0,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,91,48.500000,agent_1,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,92,49.000000,agent_0,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,92,49.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,92,49.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,93,50.000000,agent_0,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,93,50.000000,agent_1,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,94,50.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,94,50.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,95,51.000000,agent_0,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,95,51.000000,agent_1,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,95,51.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,96,51.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,97,52.000000,agent_1,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,97,52.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,97,52.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,98,52.500000,agent_0,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,98,52.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,99,53.000000,agent_0,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,99,53.000000,agent_1,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,100,53.500000,agent_0,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,100,53.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,101,54.000000,agent_1,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,101,54.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,102,54.500000,agent_1,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,103,55.000000,agent_0,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,103,55.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,104,55.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,105,56.000000,agent_1,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,105,56.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,106,56.500000,agent_0,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,106,56.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,106,56.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,107,57.000000,agent_0,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,108,57.500000,agent_0,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,108,57.500000,agent_1,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,109,58.000000,agent_1,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,109,58.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,109,58.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,110,59.000000,agent_0,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,110,59.000000,agent_1,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,111,59.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,111,59.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,112,60.000000,agent_0,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,112,60.000000,agent_1,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,112,60.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,113,60.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,114,61.000000,agent_0,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,114,61.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,114,61.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,115,61.500000,agent_1,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,115,61.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,116,62.000000,agent_0,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,116,62.000000,agent_1,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,117,62.500000,agent_1,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,117,62.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,118,63.000000,agent_0,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,118,63.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,119,63.500000,agent_0,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,120,64.000000,agent_1,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,120,64.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,121,64.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,122,65.000000,agent_0,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,122,65.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,123,65.500000,agent_1,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,123,65.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,123,65.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,124,66.000000,agent_1,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,125,66.500000,agent_0,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,125,66.500000,agent_1,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,126,67.000000,agent_0,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,126,67.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,126,67.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,127,68.000000,agent_0,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,127,68.000000,agent_1,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,128,68.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,128,68.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,129,69.000000,agent_0,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,129,69.000000,agent_1,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,129,69.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,130,69.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,131,70.000000,agent_1,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,131,70.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,131,70.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,132,70.500000,agent_0,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,132,70.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,133,71.000000,agent_0,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,133,71.000000,agent_1,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,134,71.500000,agent_0,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,134,71.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,135,72.000000,agent_1,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,135,72.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,136,72.500000,agent_1,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,137,73.000000,agent_0,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,137,73.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,138,73.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,139,74.000000,agent_1,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,139,74.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,140,74.500000,agent_0,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,140,74.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,140,74.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,141,75.000000,agent_0,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,142,75.500000,agent_0,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,142,75.500000,agent_1,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,143,76.000000,agent_1,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,143,76.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,143,76.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,144,77.000000,agent_0,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,144,77.000000,agent_1,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,145,77.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,145,77.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,146,78.000000,agent_0,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,146,78.000000,agent_1,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,146,78.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,147,78.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,148,79.000000,agent_0,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,148,79.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,148,79.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,149,79.500000,agent_1,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,149,79.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,150,80.000000,agent_0,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,150,80.000000,agent_1,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,151,80.500000,agent_1,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,151,80.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,152,81.000000,agent_0,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,152,81.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,153,81.500000,agent_0,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,154,82.000000,agent_1,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,154,82.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,155,82.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,156,83.000000,agent_0,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,156,83.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,157,83.500000,agent_1,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,157,83.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,157,83.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,158,84.000000,agent_1,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,159,84.500000,agent_0,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,159,84.500000,agent_1,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,160,85.000000,agent_0,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,160,85.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,160,85.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,161,86.000000,agent_0,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,161,86.000000,agent_1,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,162,86.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,162,86.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,163,87.000000,agent_0,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,163,87.000000,agent_1,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,163,87.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,164,87.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,165,88.000000,agent_1,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,165,88.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,165,88.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,166,88.500000,agent_0,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,166,88.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,167,89.000000,agent_0,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,167,89.000000,agent_1,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,168,89.500000,agent_0,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,168,89.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,169,90.000000,agent_1,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
4,169,90.000000,agent_2,actor_logits,1,1,2,0.476848,-0.475196,0.952044,0.591506,0.721526,-0.475196,0.476848,
4,170,90.500000,agent_1,actor_logits,0,1,2,0.164009,-0.162210,0.326218,0.680020,0.580839,0.164009,-0.162210,
4,171,91.000000,agent_0,actor_logits,1,1,2,0.182603,-0.181357,0.363960,0.676859,0.589999,-0.181357,0.182603,
4,171,91.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,172,91.500000,agent_2,actor_logits,1,1,2,0.504173,-0.502345,1.006518,0.580919,0.732338,-0.502345,0.504173,
4,173,92.000000,agent_1,actor_logits,0,1,1,0.304857,0.304857,nan,0.000000,1.000000,0.304857,,
4,173,92.000000,agent_2,actor_logits,0,1,1,0.441804,0.441804,nan,0.000000,1.000000,0.441804,,
4,174,92.500000,agent_0,actor_logits,1,1,2,0.323515,-0.321989,0.645504,0.643655,0.655997,-0.321989,0.323515,
4,174,92.500000,agent_2,actor_logits,0,1,2,0.057498,-0.056124,0.113623,0.691536,0.528375,0.057498,-0.056124,
4,174,92.500000,agent_3,actor_logits,0,1,2,0.080108,-0.078495,0.158604,0.690013,0.539568,0.080108,-0.078495,
4,175,93.000000,agent_0,actor_logits,0,1,2,0.252702,-0.250706,0.503407,0.662446,0.623260,0.252702,-0.250706,
4,176,93.500000,agent_0,actor_logits,0,1,2,0.109361,-0.108132,0.217493,0.687269,0.554160,0.109361,-0.108132,
4,176,93.500000,agent_1,actor_logits,1,1,2,0.244597,-0.243409,0.488006,0.664242,0.619636,-0.243409,0.244597,
4,177,94.000000,agent_1,actor_logits,1,1,2,0.266720,-0.265534,0.532253,0.658951,0.630009,-0.265534,0.266720,
4,177,94.000000,agent_2,actor_logits,1,1,2,0.312488,-0.311222,0.623710,0.646787,0.651062,-0.311222,0.312488,
4,177,94.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,178,95.000000,agent_0,actor_logits,0,1,2,0.085896,-0.084606,0.170502,0.689526,0.542523,0.085896,-0.084606,
4,178,95.000000,agent_1,actor_logits,1,1,2,0.239515,-0.238333,0.477849,0.665399,0.617240,-0.238333,0.239515,
4,179,95.500000,agent_2,actor_logits,1,1,2,0.461878,-0.460076,0.921954,0.597209,0.715440,-0.460076,0.461878,
4,179,95.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,180,96.000000,agent_0,actor_logits,1,1,2,0.164780,-0.163496,0.328277,0.679856,0.581340,-0.163496,0.164780,
4,180,96.000000,agent_1,actor_logits,1,1,2,0.315688,-0.314235,0.629923,0.645903,0.652472,-0.314235,0.315688,
4,180,96.000000,agent_2,actor_logits,0,1,1,0.339439,0.339439,nan,0.000000,1.000000,0.339439,,
4,181,96.500000,agent_2,actor_logits,1,1,2,0.094435,-0.093193,0.187628,0.688766,0.546770,-0.093193,0.094435,
4,182,97.000000,agent_0,actor_logits,0,1,2,0.008717,-0.007319,0.016036,0.693115,0.504009,0.008717,-0.007319,
4,182,97.000000,agent_2,actor_logits,0,1,1,0.328156,0.328156,nan,0.000000,1.000000,0.328156,,
4,182,97.000000,agent_3,actor_logits,0,1,1,0.070344,0.070344,nan,0.000000,1.000000,0.070344,,
4,183,97.500000,agent_1,actor_logits,1,1,2,0.458649,-0.457174,0.915823,0.598357,0.714190,-0.457174,0.458649,
4,183,97.500000,agent_2,actor_logits,0,1,2,0.050509,-0.049192,0.099701,0.691906,0.524905,0.050509,-0.049192,
4,184,98.000000,agent_0,actor_logits,0,1,2,0.292018,-0.289784,0.581802,0.652561,0.641482,0.292018,-0.289784,
4,184,98.000000,agent_1,actor_logits,0,1,2,0.050598,-0.049428,0.100026,0.691898,0.524986,0.050598,-0.049428,
4,185,98.500000,agent_1,actor_logits,0,1,2,0.003333,-0.002229,0.005562,0.693143,0.501391,0.003333,-0.002229,
4,185,98.500000,agent_3,actor_logits,0,1,2,0.070344,-0.068712,0.139056,0.690736,0.534708,0.070344,-0.068712,
4,186,99.000000,agent_0,actor_logits,0,1,2,0.120816,-0.119552,0.240369,0.685977,0.559804,0.120816,-0.119552,
